id,question,answer
nq_893,when did equus first appear in fossil record?,"Late Pliocene, around 3.5–4 million years ago"
nq_893,when did equus first appear in fossil record?,"Pliocene, about 4–5 million years ago"
nq_9,when is the last time the philadelphia won the superbowl?,2017 season
nq_9,when is the last time the philadelphia won the superbowl?,"February 4, 2018"
nq_902,when did the soviet union start and end?,1922-12-30 to 1991-12-25
nq_902,when did the soviet union start and end?,1922-12-30 to 1991-12-26
nq_903,who is the character of santa claus based on?,Father Christmas
nq_903,who is the character of santa claus based on?,Odin
nq_903,who is the character of santa claus based on?,Saint Nicholas of Myra
nq_903,who is the character of santa claus based on?,Sinterklaas
nq_905,where are the hormones of the anterior pituitary created?,Anterior pituitary (adenohypophysis)
nq_905,where are the hormones of the anterior pituitary created?,Pars distalis of the anterior pituitary
nq_907,when did they start vaccinating for whooping cough?,1930s
nq_907,when did they start vaccinating for whooping cough?,1940s
nq_917,which president of the united states was a boy scout?,Gerald R. Ford
nq_917,which president of the united states was a boy scout?,John F. Kennedy
nq_921,where does the red wolf live in the world?,North America
nq_921,where does the red wolf live in the world?,Northeastern North Carolina
nq_921,where does the red wolf live in the world?,Southeastern United States
nq_922,who has played in the most premier league derbies?,Frank Lampard
nq_922,who has played in the most premier league derbies?,Gareth Barry
nq_922,who has played in the most premier league derbies?,James Milner
nq_922,who has played in the most premier league derbies?,Jamie Carragher
nq_922,who has played in the most premier league derbies?,Ryan Giggs
nq_942,who wrote i 'm in the mood for dancing?,Ben Findon
nq_942,who wrote i 'm in the mood for dancing?,Bob Puzey
nq_942,who wrote i 'm in the mood for dancing?,Mike Myers
nq_944,how many world series wins does the dodgers have?,6
nq_944,how many world series wins does the dodgers have?,7
nq_946,what is one element a topographic map shows?,contour lines
nq_946,what is one element a topographic map shows?,elevation
nq_946,what is one element a topographic map shows?,mountains and valleys
nq_946,what is one element a topographic map shows?,rivers and lakes
nq_946,what is one element a topographic map shows?,roads
nq_959,who said beware of the ides of march?,Spurinna (the Roman seer who warned Caesar)
nq_959,who said beware of the ides of march?,The Soothsayer (in Shakespeare’s Julius Caesar)
nq_959,who said beware of the ides of march?,William Shakespeare
nq_96,who was kat slater 's sisters in eastenders?,Belinda Slater
nq_96,who was kat slater 's sisters in eastenders?,Little Mo (Mo Slater)
nq_96,who was kat slater 's sisters in eastenders?,Lynne Slater
nq_96,who was kat slater 's sisters in eastenders?,Zoe Slater
nq_961,who are the stars in dancing with the stars?,"The U.S. hosts (e.g., Alfonso Ribeiro and Julianne Hough)"
nq_961,who are the stars in dancing with the stars?,"The U.S. judges (e.g., Carrie Ann Inaba, Derek Hough, Bruno Tonioli, and historically Len Goodman)"
nq_961,who are the stars in dancing with the stars?,The celebrity contestants (varies by season and country)
nq_968,how tall is the tallest building in las vegas?,"1,149 ft (350 m)"
nq_968,how tall is the tallest building in las vegas?,735 ft (224 m)
nq_971,abbreviated name of the highest peak in tasmania?,Mt Ossa
nq_971,abbreviated name of the highest peak in tasmania?,Mt. Ossa
nq_973,who wrote yakkity yak do n 't talk back?,Jerry Leiber
nq_973,who wrote yakkity yak do n 't talk back?,Mike Stoller
nq_984,which state is located in the centre of india?,Chhattisgarh
nq_984,which state is located in the centre of india?,Madhya Pradesh
nq_984,which state is located in the centre of india?,Maharashtra
nq_985,when was the last time an american won the new york marathon?,2009
nq_985,when was the last time an american won the new york marathon?,2017
nq_990,who wrote when a man loves a woman?,Calvin Lewis and Andrew Wright (song)
nq_990,who wrote when a man loves a woman?,Ronald Bass and Al Franken (1994 film)
nq_998,when did dragon ball z air in australia?,1999 (Network Ten/Cheez TV)
nq_998,when did dragon ball z air in australia?,2000 (Network Ten/Cheez TV)
nq_998,when did dragon ball z air in australia?,2001 (Cartoon Network Australia/Toonami)
trivia_100,What was the profession of Paul Strand (1890 - 1976)?,Filmmaker
trivia_100,What was the profession of Paul Strand (1890 - 1976)?,Photographer
trivia_10031,How many Bond themes did Shirley Bassey sing?,3
trivia_10031,How many Bond themes did Shirley Bassey sing?,4
trivia_10042,Which one hit wonders charted with They Shoot Horses Don’t They?,Racing Cars
trivia_10044,What is the title of the chief of a lifeboat crew?,coxswain
trivia_10044,What is the title of the chief of a lifeboat crew?,helm
trivia_10053,Who would use the expression a right plonker?,British English speakers (especially London/Cockney)
trivia_10053,Who would use the expression a right plonker?,Del Boy (from Only Fools and Horses)
trivia_10058,"If you were given a facsimile of the Venus Rosewater Dish, what would you have won?",Wimbledon Ladies' Singles Championship
trivia_10101,Which English public school shares it's name with a farm implement?,Harrow
trivia_1011,"""A crutch and a duck"" is the term for which bingo number?",27
trivia_1011,"""A crutch and a duck"" is the term for which bingo number?",72
trivia_10119,What is Donald Duck's middle name?,Fauntleroy
trivia_10122,What was the occupation of Lovely Rita according to the song by the Beatles?,meter maid
trivia_10126,Which profession are members of the B.D.A.?,dietitians
trivia_10161,What type of scenes was Dame Laura Knight noted for painting?,ballet scenes
trivia_10161,What type of scenes was Dame Laura Knight noted for painting?,circus scenes
trivia_10205,Of which tribe of Red Indians was Geronimo a chief?,Apache
trivia_10205,Of which tribe of Red Indians was Geronimo a chief?,Chiricahua Apache
trivia_10223,What was the Plowden Report concerned with?,control of public expenditure in the UK
trivia_10223,What was the Plowden Report concerned with?,the British aircraft industry
trivia_10228,What is the name of the island formed by volcanic action off the south coast of Iceland in 1963?,Surtsey
trivia_10253,In the 2015 MTV awards who was voted as the best male act?,Diamond Platnumz
trivia_10253,In the 2015 MTV awards who was voted as the best male act?,Justin Bieber
trivia_10264,Which comedian held the world record for sticking stamps on envelopes using the human tongue?,Ken Dodd
trivia_10264,Which comedian held the world record for sticking stamps on envelopes using the human tongue?,Roy Castle
trivia_10286,What was the name of Channel 5's first gardening quiz show?,The Great Garden Quiz
trivia_10286,What was the name of Channel 5's first gardening quiz show?,Weeders' Digest
trivia_10287,What was the Roman name for England?,Albion
trivia_10287,What was the Roman name for England?,Britannia
trivia_1030,What colour is the liqueur ‘Parfait d’Amour’?,purple
trivia_1030,What colour is the liqueur ‘Parfait d’Amour’?,violet
trivia_10308,What colour is the wax covering Gouda cheese?,black
trivia_10308,What colour is the wax covering Gouda cheese?,red
trivia_10308,What colour is the wax covering Gouda cheese?,yellow
trivia_10337,What is a nattatorium better known as?,indoor swimming pool
trivia_10337,What is a nattatorium better known as?,swimming pool
trivia_10367,What is the more common name for atmospheric vapour frozen in a crystalline form?,frost
trivia_10367,What is the more common name for atmospheric vapour frozen in a crystalline form?,snow
trivia_10370,On what river is the city of Norwich?,River Wensum
trivia_10370,On what river is the city of Norwich?,River Yare
trivia_10370,On what river is the city of Norwich?,Shetucket River
trivia_10370,On what river is the city of Norwich?,Thames River (Connecticut)
trivia_10370,On what river is the city of Norwich?,Yantic River
trivia_10380,In which country did the carrot originate?,Afghanistan
trivia_10380,In which country did the carrot originate?,Iran
trivia_10388,In Eastenders what was Ethel's surname?,Skinner
trivia_10443,Who in verse sailed to the land where the bong tree grows?,The Owl and the Pussy-cat
trivia_10469,What real person has been played most often in films?,Jesus Christ
trivia_10469,What real person has been played most often in films?,Napoleon Bonaparte
trivia_10476,In which sport would you use a spider?,English billiards
trivia_10476,In which sport would you use a spider?,Pool
trivia_10476,In which sport would you use a spider?,Snooker
trivia_10491,In which year did South Korea hold its first 'Grand Prix' motor race?,1999
trivia_10491,In which year did South Korea hold its first 'Grand Prix' motor race?,2010
trivia_105,"To the nearest two, how many tennis Grand Slam titles did Jimmy Connors win?",10
trivia_105,"To the nearest two, how many tennis Grand Slam titles did Jimmy Connors win?",8
trivia_1051,"Which children’s playground game is sometimes called ‘Fivestones’, ‘Knucklebones’ or ‘Snobs’?",Jacks
trivia_10579,What name was given to the eleven states that fought the Union in the US Civil War?,Confederate States of America (CSA)
trivia_10579,What name was given to the eleven states that fought the Union in the US Civil War?,The Confederacy
trivia_10655,Which French racecourse hosts the 'Prix de l'Arc de Triomphe?,Chantilly Racecourse
trivia_10655,Which French racecourse hosts the 'Prix de l'Arc de Triomphe?,Longchamp Racecourse (ParisLongchamp)
trivia_10659,The eldest son of a French King was always given which title?,Dauphin of France
trivia_10659,The eldest son of a French King was always given which title?,Prince Royal
trivia_10692,Who was the first emperor of Rome?,Augustus (Octavian)
trivia_10692,Who was the first emperor of Rome?,Julius Caesar
trivia_10713,Which book of the Old Testament is a collection of moral and ethical maxims?,Proverbs
trivia_10713,Which book of the Old Testament is a collection of moral and ethical maxims?,Sirach (Ecclesiasticus)
trivia_10724,Beaufort who created The Wind Scale had which profession ?,Royal Navy officer
trivia_10724,Beaufort who created The Wind Scale had which profession ?,hydrographer
trivia_10729,Which actor played the father of the Waltons children?,Andrew Duggan
trivia_10729,Which actor played the father of the Waltons children?,Ralph Waite
trivia_10740,Who wrote Of Mice and Men?,John Steinbeck
